SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW
30-SEP-2021,32,31174,31687,28423,3287,6527,966,13080,0,13,0,969,0,94,0,974,-2
30-SEP-2021,33,31939,32473,29202,3255,6527,660,13080,0,12,0,991,0,-22,0,1017,-3
30-SEP-2021,34,33043,33591,30199,3222,6527,411,13080,0,11,0,992,0,-37,0,1019,-3
30-SEP-2021,35,33567,34164,30652,3155,6527,260,13080,0,10,0,992,0,-87,0,1019,-3
30-SEP-2021,36,33699,34211,30809,3087,6527,111,13080,0,12,0,992,0,12,0,1019,-3
30-SEP-2021,37,34031,34541,31159,2947,6527,27,13080,0,10,0,992,1,41,0,990,-3
30-SEP-2021,38,34153,34660,31328,2807,6527,2,13080,0,7,0,992,0,14,86,989,-3
30-SEP-2021,39,34076,34585,31375,2702,6527,1,13080,0,9,0,992,1,14,213,1018,-3
30-SEP-2021,40,33459,34040,30717,2597,6527,1,13080,0,10,0,992,1,-71,226,1019,-3
30-SEP-2021,41,32462,33008,29686,2507,6527,0,13080,0,11,0,992,0,-35,85,1019,-2
30-SEP-2021,42,31370,31977,28614,2416,6527,0,13080,0,11,0,992,0,-63,-33,1019,-3
30-SEP-2021,43,29736,30243,27138,2338,6527,0,13080,0,7,0,969,0,0,59,976,-3
30-SEP-2021,44,28106,28614,25572,2260,6527,0,13080,0,8,0,963,1,178,62,974,-3
30-SEP-2021,45,26430,26938,24054,2249,6527,0,13080,0,8,0,810,0,312,196,810,-3
30-SEP-2021,46,24721,25230,22388,2237,6527,0,13080,0,9,0,779,1,319,293,804,-3
30-SEP-2021,47,22946,23455,20723,2251,6527,0,13080,0,9,0,49,0,283,275,691,-3
30-SEP-2021,48,21621,22128,19506,2265,6527,0,13080,0,7,0,-8,0,307,198,687,-3
01-OCT-2021,1,20606,21115,18505,2225,6527,0,13080,0,9,0,-245,0,308,202,498,-3
01-OCT-2021,2,19850,20358,17881,2185,6527,0,13080,0,8,0,-268,0,308,227,491,-3
01-OCT-2021,3,19458,19966,17619,2241,6527,0,13080,0,8,0,-507,1,308,159,348,-3
01-OCT-2021,4,19355,19937,17576,2297,6527,0,13080,0,82,0,-523,0,308,183,343,-3
01-OCT-2021,5,19005,20040,17327,2349,6527,0,13080,0,535,0,-523,0,308,197,152,-3
01-OCT-2021,6,18600,19749,17053,2400,6527,0,13080,0,649,0,-523,1,306,189,150,-3
01-OCT-2021,7,18297,19708,16776,2448,6527,0,13080,0,911,0,-521,1,279,144,663,-3
01-OCT-2021,8,18226,19649,16648,2495,6527,0,13080,0,923,0,-521,0,278,171,686,-3
01-OCT-2021,9,18303,19719,16743,2500,6527,0,13080,0,916,0,-525,0,278,215,401,-3
01-OCT-2021,10,18387,19805,16880,2504,6527,0,13080,0,918,0,-524,1,278,172,390,-3
01-OCT-2021,11,18835,20019,17401,2572,6527,0,13080,0,684,0,-503,0,278,77,200,-3
01-OCT-2021,12,19834,20547,18420,2640,6527,0,13080,0,213,0,-471,0,278,190,193,-3
01-OCT-2021,13,22163,22677,20610,2716,6527,0,13080,0,14,0,498,0,278,143,216,-3
01-OCT-2021,14,24510,25079,22816,2791,6527,0,13080,0,69,0,574,0,278,152,223,-3
01-OCT-2021,15,27109,27619,25213,2849,6527,0,13080,0,10,0,806,0,265,128,799,-3
01-OCT-2021,16,28679,29186,26676,2907,6527,43,13080,0,7,0,824,1,262,109,827,18
01-OCT-2021,17,29813,30322,27658,3011,6527,321,13080,0,9,0,869,0,262,36,875,268
01-OCT-2021,18,29706,30217,27600,3114,6527,770,13080,0,11,0,872,1,263,12,877,318
01-OCT-2021,19,29920,30430,27858,3259,6527,1180,13080,0,10,0,872,1,263,99,877,567
01-OCT-2021,20,29435,29945,27439,3403,6527,1940,13080,0,10,0,871,1,263,96,877,605
01-OCT-2021,21,29149,29662,27129,3514,6527,2860,13080,0,13,0,827,0,263,211,830,684
01-OCT-2021,22,28376,28886,26435,3625,6527,3720,13080,0,10,0,823,0,262,160,828,693
01-OCT-2021,23,27843,28353,25920,3661,6527,4260,13080,0,10,0,756,0,236,245,756,693
01-OCT-2021,24,27268,27778,25397,3697,6527,4630,13080,0,10,0,752,0,238,352,753,693
01-OCT-2021,25,26918,27428,25104,3707,6527,5120,13080,0,10,0,751,0,225,235,754,692
01-OCT-2021,26,26224,26734,24457,3716,6527,4990,13080,0,10,0,745,0,98,84,754,693
01-OCT-2021,27,25556,26173,23853,3736,6527,4970,13080,0,10,0,509,0,-53,-54,778,693
01-OCT-2021,28,24847,25593,23177,3755,6527,5290,13080,0,9,0,492,0,-200,-37,779,693
01-OCT-2021,29,24686,25348,23071,3714,6527,5110,13080,0,9,0,451,18,-153,0,801,693
01-OCT-2021,30,24289,24982,22732,3673,6527,5280,13080,0,10,0,455,0,-178,-5,802,693
01-OCT-2021,31,24226,24848,22636,3625,6527,4720,13080,0,10,0,687,735,-56,-56,850,693
01-OCT-2021,32,24693,25200,23066,3577,6527,4180,13080,0,7,0,707,866,82,22,852,693
01-OCT-2021,33,25758,26270,24032,3423,6527,3610,13080,0,12,0,861,881,207,38,876,693
01-OCT-2021,34,27372,27885,25526,3269,6527,2700,13080,0,13,0,860,882,253,143,877,693
01-OCT-2021,35,28903,29409,27003,3113,6527,1800,13080,0,6,0,442,816,246,47,1003,693
01-OCT-2021,36,29954,30463,28037,2957,6527,866,13080,0,9,0,428,813,253,92,1007,693
01-OCT-2021,37,30749,31253,28868,2813,6527,184,13080,0,4,0,956,995,196,9,999,693
01-OCT-2021,38,31494,32000,29630,2669,6527,11,13080,0,6,0,991,1003,228,0,999,693
01-OCT-2021,39,31820,32322,29921,2641,6527,4,13080,0,2,0,969,974,98,0,975,693
01-OCT-2021,40,31369,31920,29486,2613,6527,2,13080,0,6,0,967,974,-45,0,974,693
01-OCT-2021,41,30539,31274,28670,2558,6527,0,13080,0,13,0,945,954,-187,-35,951,693
01-OCT-2021,42,29537,30429,27712,2502,6527,0,13080,0,15,0,945,954,-346,-32,950,693
01-OCT-2021,43,28670,29505,26925,2478,6527,0,13080,0,17,0,966,977,-319,0,973,693
01-OCT-2021,44,27381,28199,25758,2454,6527,0,13080,0,14,0,967,973,-305,0,974,693
01-OCT-2021,45,25821,26582,24324,2427,6527,0,13080,0,14,0,923,469,-248,57,870,692
01-OCT-2021,46,24128,25044,22818,2399,6527,0,13080,0,37,0,891,444,-380,11,866,693
01-OCT-2021,47,22722,23664,21558,2396,6527,0,13080,0,57,0,-64,401,-386,68,641,693
01-OCT-2021,48,21625,22378,20554,2392,6527,0,13080,0,18,0,-141,399,-236,87,631,693
02-OCT-2021,1,20762,21701,19717,2284,6527,0,13080,0,356,0,-440,281,-84,16,307,692
02-OCT-2021,2,20017,20892,19040,2176,6527,0,13080,0,376,0,-465,276,97,0,294,693
02-OCT-2021,3,19666,20633,18674,2160,6527,0,13080,0,468,0,-603,158,241,33,80,693
02-OCT-2021,4,19553,20710,18583,2144,6527,0,13080,0,658,0,-615,153,263,94,73,693
02-OCT-2021,5,19256,20574,18287,2112,6527,0,13080,0,656,0,-698,-115,263,246,-48,693
02-OCT-2021,6,18934,20275,17985,2079,6527,0,13080,0,665,0,-701,-124,263,278,-53,693
02-OCT-2021,7,18595,20226,17631,2071,6527,0,13080,0,1130,0,-636,229,317,156,-2,692
02-OCT-2021,8,18136,19641,17191,2063,6527,0,13080,0,1006,0,-618,251,327,85,1,693
02-OCT-2021,9,18109,19830,17124,2074,6527,0,13080,0,1222,0,-127,463,203,1,280,693
02-OCT-2021,10,18139,19857,17111,2084,6527,0,13080,0,1219,0,-93,471,143,4,291,693
02-OCT-2021,11,18438,20153,17354,2123,6527,0,13080,0,1216,0,-84,213,284,108,281,693
02-OCT-2021,12,18671,20333,17570,2161,6527,0,13080,0,1163,0,-78,202,342,217,280,693
02-OCT-2021,13,20034,20765,18777,2196,6527,0,13080,0,232,0,88,273,342,159,130,693
02-OCT-2021,14,21128,21637,19757,2230,6527,0,13080,0,10,0,110,275,321,218,126,693
02-OCT-2021,15,22361,22873,20793,2288,6527,10,13080,0,13,0,465,348,208,105,431,693
02-OCT-2021,16,23629,24142,21917,2345,6527,115,13080,0,14,0,496,352,252,141,443,692
02-OCT-2021,17,25193,25706,23293,2405,6527,306,13080,0,14,0,737,743,133,31,742,693
02-OCT-2021,18,26405,26916,24366,2464,6527,462,13080,0,12,0,753,760,20,0,754,693
02-OCT-2021,19,27331,27906,25211,2652,6527,633,13080,0,9,0,751,761,-67,0,755,693
02-OCT-2021,20,27615,28270,25475,2839,6527,795,13080,0,14,0,752,761,-142,0,755,693
02-OCT-2021,21,28118,28928,25975,2973,6527,851,13080,0,9,0,752,761,-291,-11,755,692
02-OCT-2021,22,28490,29425,26382,3106,6527,918,13080,0,7,0,753,762,-428,-1,755,693
02-OCT-2021,23,28793,29687,26576,3157,6527,1020,13080,0,8,0,798,804,-387,0,807,693
02-OCT-2021,24,29083,29888,26913,3208,6527,946,13080,0,8,0,800,806,-298,0,809,693
02-OCT-2021,25,29584,30426,27388,3221,6527,800,13080,0,3,0,773,806,-340,0,804,693
02-OCT-2021,26,29637,30567,27485,3233,6527,758,13080,0,5,0,773,807,-426,0,804,693
02-OCT-2021,27,29419,30238,27338,3213,6527,687,13080,0,4,0,843,855,-316,0,851,693
02-OCT-2021,28,29071,29926,27047,3193,6527,641,13080,0,8,0,848,856,-303,-45,853,693
02-OCT-2021,29,28654,29325,26704,3088,6527,645,13080,0,9,0,871,881,-160,-3,875,693
02-OCT-2021,30,28612,29176,26590,2982,6527,665,13080,0,7,0,874,883,-58,0,876,693
02-OCT-2021,31,29015,29519,26987,2834,6527,615,13080,0,5,0,940,951,82,0,948,693
02-OCT-2021,32,29268,29775,27249,2686,6527,540,13080,0,8,0,946,953,186,0,951,692
02-OCT-2021,33,29505,30012,27393,2546,6527,508,13080,0,8,0,989,1001,73,0,997,693
02-OCT-2021,34,30181,30691,27950,2406,6527,416,13080,0,11,0,992,1003,128,0,999,693
02-OCT-2021,35,31269,31772,28885,2312,6527,265,13080,0,4,0,992,1031,78,0,1018,693
02-OCT-2021,36,31711,32217,29250,2218,6527,116,13080,0,7,0,992,1032,101,57,1019,693
02-OCT-2021,37,32054,32563,29577,2091,6527,34,13080,0,10,0,992,1031,101,12,1019,692
02-OCT-2021,38,32275,32782,29695,1964,6527,3,13080,0,8,0,992,1032,101,86,1019,693
02-OCT-2021,39,32340,32843,29670,1862,6527,1,13080,0,4,0,992,1032,141,123,1019,693
02-OCT-2021,40,31480,31986,28784,1759,6527,0,13080,0,7,0,992,1032,151,22,1019,693
02-OCT-2021,41,30396,30911,27686,1693,6527,0,13080,0,16,0,992,1004,173,0,1000,693
02-OCT-2021,42,29422,29970,26726,1626,6527,0,13080,0,15,0,987,1003,83,-34,999,693
02-OCT-2021,43,28680,29194,26002,1618,6527,0,13080,0,15,0,812,813,181,0,810,693
02-OCT-2021,44,27221,27872,24590,1610,6527,0,13080,0,152,0,797,806,179,15,803,692
02-OCT-2021,45,25928,26447,23401,1651,6527,0,13080,0,20,0,691,696,263,113,692,693
02-OCT-2021,46,24670,25236,22226,1692,6527,0,13080,0,67,0,644,691,232,23,688,692
02-OCT-2021,47,23284,23995,20989,1742,6527,0,13080,0,212,0,-426,428,275,67,686,680
02-OCT-2021,48,22083,22649,19981,1792,6527,0,13080,0,67,0,-508,402,327,72,686,679
03-OCT-2021,1,21110,21822,19179,1771,6527,0,13080,0,50,0,-413,-163,328,146,688,679
03-OCT-2021,2,20276,21046,18444,1749,6527,0,13080,0,94,0,-409,-177,328,115,688,679
03-OCT-2021,3,19676,21274,17986,1771,6527,0,13080,0,808,0,-502,-291,329,253,617,679
03-OCT-2021,4,19626,21669,18090,1793,6527,0,13080,0,1248,0,-506,-296,329,247,614,679
03-OCT-2021,5,19295,21206,17875,1811,6527,0,13080,0,1241,0,-421,-171,309,103,685,679
03-OCT-2021,6,18807,20709,17459,1829,6527,0,13080,0,1236,0,-412,-167,176,2,687,679
03-OCT-2021,7,18510,20456,17226,1867,6527,0,13080,0,1207,0,-318,-240,56,0,663,678
03-OCT-2021,8,18159,19833,16933,1905,6527,0,13080,0,932,0,-310,-243,14,0,662,679
03-OCT-2021,9,17819,19534,16608,1950,6527,0,13080,0,1080,0,-230,-136,14,0,661,679
03-OCT-2021,10,17778,19447,16550,1994,6527,0,13080,0,1038,0,-224,-132,14,0,661,678
03-OCT-2021,11,17851,19595,16573,2072,6527,0,13080,0,1050,0,-196,-195,31,0,657,678
03-OCT-2021,12,18105,19998,16749,2149,6527,0,13080,0,1199,0,-191,-195,68,14,656,679
03-OCT-2021,13,18909,20614,17483,2186,6527,0,13080,0,1206,0,-103,95,225,112,660,691
03-OCT-2021,14,19533,20975,18106,2222,6527,0,13080,0,943,0,-77,103,327,23,660,692
03-OCT-2021,15,20276,21613,18848,2261,6527,0,13080,0,838,0,636,317,233,0,685,693
03-OCT-2021,16,21259,22493,19747,2300,6527,142,13080,0,735,0,684,336,294,51,686,693
03-OCT-2021,17,22630,23556,20913,2391,6527,586,13080,0,427,0,683,458,197,76,686,693
03-OCT-2021,18,23454,23963,21662,2482,6527,1110,13080,0,10,0,683,462,205,225,685,693
03-OCT-2021,19,24196,24702,22276,2669,6527,1670,13080,0,7,0,683,173,339,375,685,693
03-OCT-2021,20,24391,24898,22484,2855,6527,2160,13080,0,8,0,683,161,362,495,685,693
03-OCT-2021,21,24636,25142,22639,3039,6527,3020,13080,0,7,0,684,226,361,439,685,693
03-OCT-2021,22,24002,24510,22089,3222,6527,3560,13080,0,9,0,684,228,273,297,685,693
03-OCT-2021,23,23611,24117,21738,3348,6527,4440,13080,0,7,0,683,113,260,153,733,693
03-OCT-2021,24,23369,23881,21468,3474,6527,5100,13080,0,13,0,670,108,328,29,726,692
03-OCT-2021,25,23610,24117,21750,3572,6527,5650,13080,0,8,0,208,103,237,0,111,693
03-OCT-2021,26,23403,23919,21714,3670,6527,5730,13080,0,17,0,178,103,86,0,79,693
03-OCT-2021,27,23089,24498,21468,3735,6527,5390,13080,0,651,0,261,-126,-68,-65,274,693
03-OCT-2021,28,22824,24957,21258,3799,6527,5070,13080,0,1172,0,263,-138,-212,-111,282,693
03-OCT-2021,29,22995,25416,21459,3795,6527,4370,13080,0,1181,0,115,-512,-222,-6,343,692
03-OCT-2021,30,23043,25361,21549,3790,6527,4090,13080,0,1177,0,106,-528,-113,0,345,693
03-OCT-2021,31,23345,25384,21867,3739,6527,4220,13080,0,1164,0,168,-272,-103,0,394,693
03-OCT-2021,32,24102,25939,22535,3687,6527,3540,13080,0,949,0,179,-258,-103,-27,395,693
03-OCT-2021,33,25525,26844,23822,3545,6527,2600,13080,0,755,0,420,471,-64,0,459,693
03-OCT-2021,34,26903,28000,25117,3403,6527,2360,13080,0,597,0,447,543,83,31,463,692
03-OCT-2021,35,28443,29175,26504,3290,6527,1510,13080,0,232,0,800,820,242,29,815,693
03-OCT-2021,36,29637,30142,27664,3177,6527,646,13080,0,5,0,825,831,300,136,829,692
03-OCT-2021,37,30235,30744,28286,3055,6527,128,13080,0,9,0,847,857,259,50,852,693
03-OCT-2021,38,30958,31464,29019,2933,6527,6,13080,0,6,0,848,857,188,115,853,693
03-OCT-2021,39,31173,31677,29209,2879,6527,3,13080,0,4,0,848,856,57,23,853,692
03-OCT-2021,40,30623,31154,28739,2824,6527,2,13080,0,8,0,847,857,-23,0,853,693
03-OCT-2021,41,29714,30290,27875,2767,6527,0,13080,0,11,0,803,809,-65,11,807,692
03-OCT-2021,42,28472,29245,26748,2709,6527,0,13080,0,18,0,798,808,-202,-53,805,693
03-OCT-2021,43,27126,27881,25451,2654,6527,0,13080,0,84,0,732,740,-161,-10,733,693
03-OCT-2021,44,25777,26660,24204,2599,6527,0,13080,0,101,0,726,737,-258,-24,730,693
03-OCT-2021,45,24436,25655,22938,2530,6527,0,13080,0,153,0,683,735,-405,-161,689,693
03-OCT-2021,46,23009,24485,21623,2461,6527,0,13080,0,211,0,669,670,-453,-312,687,691
03-OCT-2021,47,21503,23342,20211,2401,6527,0,13080,0,391,0,254,-236,-386,-326,631,679
03-OCT-2021,48,20402,22417,19191,2341,6527,0,13080,0,690,0,211,-255,-394,-176,629,679
04-OCT-2021,1,19637,21462,18469,2201,6527,0,13080,0,854,0,-324,264,-418,-53,663,679
04-OCT-2021,2,19160,21174,17990,2061,6527,0,13080,0,1076,0,-361,292,-318,-120,664,678
04-OCT-2021,3,19103,20952,17915,2013,6527,0,13080,0,1158,0,-389,329,-167,-24,652,679
04-OCT-2021,4,19379,20805,18177,1965,6527,0,13080,0,889,0,-382,322,-37,57,652,679
04-OCT-2021,5,19305,20682,18101,1924,6527,0,13080,0,877,0,-51,2,69,11,645,679
04-OCT-2021,6,19074,20447,17775,1882,6527,0,13080,0,873,0,-27,0,41,0,645,679
04-OCT-2021,7,18901,20494,17589,1832,6527,0,13080,0,989,0,17,-104,131,0,686,678
04-OCT-2021,8,18827,20489,17503,1781,6527,0,13080,0,1052,0,17,-110,55,0,687,679
04-OCT-2021,9,18816,20137,17454,1770,6527,0,13080,0,821,0,-79,95,20,0,663,679
04-OCT-2021,10,19031,19738,17624,1759,6527,0,13080,0,169,0,-82,102,-38,0,662,679
04-OCT-2021,11,19787,20397,18210,1749,6527,0,13080,0,90,0,2,325,-20,0,594,679
04-OCT-2021,12,21052,21693,19296,1739,6527,0,13080,0,90,0,16,349,-51,0,591,680
04-OCT-2021,13,23757,24344,21806,1708,6527,0,13080,0,22,0,350,866,-65,0,414,691
04-OCT-2021,14,26419,27036,24330,1676,6527,0,13080,0,19,0,375,893,-98,0,413,693
04-OCT-2021,15,29422,30284,27076,1678,6527,11,13080,0,75,0,459,891,-235,-52,939,693
04-OCT-2021,16,31038,31773,28498,1679,6527,329,13080,0,12,0,478,890,-214,-9,964,693
04-OCT-2021,17,31806,32652,29082,1731,6527,1060,13080,0,8,0,959,1026,-338,0,998,693
04-OCT-2021,18,31518,32426,28798,1783,6527,1870,13080,0,11,0,992,1031,-397,0,999,692
04-OCT-2021,19,31577,32340,28795,1870,6527,2720,13080,0,9,0,992,1032,-254,0,999,693
04-OCT-2021,20,30900,31662,28150,1956,6527,3620,13080,0,6,0,990,1032,-256,0,999,692
04-OCT-2021,21,30025,30974,27317,2021,6527,4090,13080,0,4,0,923,1031,-404,-41,999,692
04-OCT-2021,22,29528,30579,26831,2085,6527,4740,13080,0,4,0,919,1031,-454,-93,999,693
04-OCT-2021,23,29216,30348,26566,2127,6527,5090,13080,0,4,0,942,1031,-454,-174,999,692
04-OCT-2021,24,29199,30339,26587,2168,6527,4990,13080,0,4,0,942,1031,-454,-182,999,693
04-OCT-2021,25,29335,30435,26728,2190,6527,5100,13080,0,4,0,898,1031,-454,-142,999,692
04-OCT-2021,26,29586,30697,27021,2212,6527,4480,13080,0,4,0,897,1031,-433,-174,999,693
04-OCT-2021,27,29695,30793,27142,2187,6527,4520,13080,0,4,0,986,1031,-454,-140,999,693
04-OCT-2021,28,29413,30641,26923,2161,6527,3720,13080,0,4,0,987,1030,-454,-270,999,693
04-OCT-2021,29,29604,30779,27091,2077,6527,3600,13080,0,4,0,784,1031,-454,-217,999,693
04-OCT-2021,30,29851,31064,27353,1993,6527,3230,13080,0,4,0,775,1031,-454,-255,999,693
04-OCT-2021,31,30127,31435,27588,1905,6527,2480,13080,0,4,0,978,1031,-454,-350,999,693
04-OCT-2021,32,31403,32578,28835,1817,6527,2070,13080,0,6,0,992,1032,-445,-224,999,693
04-OCT-2021,33,32540,33659,29811,1696,6527,2000,13080,0,9,0,992,974,-453,-157,1018,693
04-OCT-2021,34,33857,35064,30945,1575,6527,1240,13080,0,12,0,989,972,-454,-241,1019,693
04-OCT-2021,35,35097,36337,32064,1508,6527,686,13080,0,6,0,901,968,-433,-301,1000,692
04-OCT-2021,36,35670,36797,32555,1440,6527,312,13080,0,6,0,895,968,-320,-301,999,693
04-OCT-2021,37,36020,37131,32875,1403,6527,48,13080,0,6,0,895,1029,-303,-302,1018,693
04-OCT-2021,38,36308,37481,33112,1365,6527,4,13080,0,3,0,897,1031,-303,-367,1019,693
04-OCT-2021,39,35997,37263,32721,1363,6527,2,13080,0,3,0,986,1031,-303,-460,1019,693
04-OCT-2021,40,35193,36509,31980,1360,6527,2,13080,0,8,0,992,1031,-335,-473,1019,693
04-OCT-2021,41,34296,35715,31127,1376,6527,0,13080,0,6,0,992,1031,-445,-468,1019,693
04-OCT-2021,42,32881,34238,29800,1392,6527,0,13080,0,10,0,992,1031,-454,-393,1019,693
04-OCT-2021,43,31395,32728,28363,1386,6527,0,13080,0,8,0,992,1009,-454,-371,1000,693
04-OCT-2021,44,29694,30947,26795,1379,6527,0,13080,0,8,0,989,1008,-435,-310,999,693
04-OCT-2021,45,28075,29061,25320,1369,6527,0,13080,0,8,0,900,911,-321,-157,905,693
04-OCT-2021,46,26390,27324,23815,1358,6527,0,13080,0,8,0,891,905,-404,-22,901,693
04-OCT-2021,47,24467,25358,22128,1353,6527,0,13080,0,5,0,804,810,-386,0,807,693
04-OCT-2021,48,23090,23832,20789,1347,6527,0,13080,0,6,0,795,807,-236,0,804,693
05-OCT-2021,1,21940,22531,19695,1387,6527,0,13080,0,7,0,688,700,-84,0,692,693
05-OCT-2021,2,21235,21748,19039,1427,6527,0,13080,0,13,0,681,693,57,0,687,693
05-OCT-2021,3,20956,21471,18813,1506,6527,0,13080,0,15,0,680,692,55,0,687,693
05-OCT-2021,4,21078,21760,18984,1584,6527,0,13080,0,182,0,680,693,14,0,687,693
05-OCT-2021,5,20801,22029,18732,1649,6527,0,13080,0,728,0,681,693,14,0,687,693
05-OCT-2021,6,20304,21703,18263,1713,6527,0,13080,0,829,0,681,693,-70,0,687,693
05-OCT-2021,7,19977,21813,17974,1771,6527,0,13080,0,1105,0,681,691,-231,0,687,693
05-OCT-2021,8,19797,21767,17794,1828,6527,0,13080,0,1168,0,681,691,-302,0,687,692
05-OCT-2021,9,19876,21886,17900,1869,6527,0,13080,0,1161,0,682,683,-344,-5,686,692
05-OCT-2021,10,19952,21817,18010,1909,6527,0,13080,0,1033,0,682,683,-250,-82,686,692
05-OCT-2021,11,20554,21782,18594,1980,6527,0,13080,0,616,0,675,673,-100,-12,683,693
05-OCT-2021,12,21608,22929,19640,2051,6527,0,13080,0,764,0,678,674,43,-57,683,692
05-OCT-2021,13,24225,24989,22091,2094,6527,0,13080,0,264,0,788,804,97,16,703,692
05-OCT-2021,14,26752,27259,24482,2137,6527,0,13080,0,7,0,800,806,97,119,704,693
05-OCT-2021,15,29885,30397,27395,2209,6527,1,13080,0,12,0,934,944,97,53,926,693
05-OCT-2021,16,31532,32046,28883,2281,6527,104,13080,0,14,0,941,953,97,132,934,692
05-OCT-2021,17,31781,32294,29068,2379,6527,487,13080,0,13,0,861,858,97,33,825,693
05-OCT-2021,18,31385,31896,28700,2476,6527,1430,13080,0,11,0,859,855,97,0,821,693
05-OCT-2021,19,31444,31954,28751,2598,6527,2230,13080,0,10,0,984,1002,97,0,993,692
05-OCT-2021,20,31068,31579,28399,2720,6527,2530,13080,0,11,0,990,1003,97,0,999,693
05-OCT-2021,21,30932,31442,28298,2846,6527,2510,13080,0,10,0,923,1003,97,0,999,693
05-OCT-2021,22,30848,31358,28254,2972,6527,2790,13080,0,10,0,919,1003,97,0,999,692
05-OCT-2021,23,30792,31297,28203,3112,6527,2900,13080,0,5,0,943,957,97,66,953,692
05-OCT-2021,24,30439,30948,27879,3251,6527,2960,13080,0,9,0,944,954,97,130,951,692
05-OCT-2021,25,30750,31259,28267,3345,6527,3150,13080,0,9,0,944,953,97,130,951,692
05-OCT-2021,26,30428,30938,27996,3438,6527,3590,13080,0,10,0,946,953,97,12,951,692
05-OCT-2021,27,29869,30377,27481,3573,6527,3820,13080,0,8,0,984,924,97,0,998,692
05-OCT-2021,28,29286,29879,26964,3707,6527,3500,13080,0,75,0,975,922,39,-18,998,693
05-OCT-2021,29,28920,29578,26627,3783,6527,3450,13080,0,79,0,521,803,-79,0,682,693
05-OCT-2021,30,28770,29492,26508,3858,6527,3310,13080,0,79,0,501,755,-143,0,669,692
05-OCT-2021,31,28713,29318,26441,3906,6527,2590,13080,0,12,0,869,108,-93,0,904,692
05-OCT-2021,32,29501,30009,27119,3953,6527,2530,13080,0,8,0,891,103,50,0,913,693
05-OCT-2021,33,30788,31351,28335,3958,6527,2100,13080,0,12,0,739,103,-51,0,942,693
05-OCT-2021,34,31941,32453,29388,3963,6527,1440,13080,0,12,0,732,108,48,8,943,693
05-OCT-2021,35,33186,33767,30605,3939,6527,925,13080,0,12,0,838,860,-62,-7,921,693
05-OCT-2021,36,33847,34578,31306,3914,6527,455,13080,0,10,0,848,933,-221,0,920,693
05-OCT-2021,37,34296,35146,31819,3848,6527,78,13080,0,5,0,928,872,-345,0,1011,693
05-OCT-2021,38,34657,35436,32169,3782,6527,4,13080,0,3,0,935,867,-276,0,1014,693
05-OCT-2021,39,34661,35554,32099,3779,6527,2,13080,0,4,0,988,1018,-378,-11,1018,693
05-OCT-2021,40,33672,34704,31175,3775,6527,2,13080,0,7,0,992,1030,-390,-135,1018,693
05-OCT-2021,41,32421,33669,30004,3776,6527,0,13080,0,10,0,992,1031,-452,-286,1018,693
05-OCT-2021,42,30774,32164,28514,3777,6527,0,13080,0,10,0,988,1030,-454,-426,1018,693
05-OCT-2021,43,29260,30581,27084,3744,6527,0,13080,0,10,0,857,869,-454,-357,860,693
05-OCT-2021,44,27567,28789,25566,3710,6527,0,13080,0,8,0,845,856,-454,-260,854,693
05-OCT-2021,45,25825,27015,23965,3675,6527,0,13080,0,8,0,712,723,-454,-228,713,693
05-OCT-2021,46,23991,25332,22199,3640,6527,0,13080,0,11,0,660,655,-454,-376,707,692
05-OCT-2021,47,22232,24016,20566,3636,6527,0,13080,0,16,0,-444,-455,-422,-391,350,680
05-OCT-2021,48,20658,22794,19090,3632,6527,0,13080,0,402,0,-535,-523,-442,-269,335,679
06-OCT-2021,1,19607,22416,18069,3587,6527,0,13080,0,959,0,-531,-524,-454,-372,371,679
06-OCT-2021,2,19331,22200,17792,3541,6527,0,13080,0,884,0,-531,-523,-454,-508,373,679
06-OCT-2021,3,19375,22163,17814,3497,6527,0,13080,0,824,0,-531,-484,-454,-527,444,679
06-OCT-2021,4,19532,22180,17961,3452,6527,0,13080,0,757,0,-530,-483,-454,-455,446,679
06-OCT-2021,5,19341,22137,17744,3347,6527,0,13080,0,817,0,-503,-502,-454,-524,412,679
06-OCT-2021,6,19015,22064,17398,3242,6527,0,13080,0,1063,0,-501,-502,-454,-531,411,679
06-OCT-2021,7,18902,21948,17188,3158,6527,0,13080,0,1083,0,-501,-479,-454,-531,429,679
06-OCT-2021,8,18893,21688,17138,3073,6527,0,13080,0,832,0,-501,-479,-454,-531,430,679
06-OCT-2021,9,19033,21787,17232,2935,6527,0,13080,0,803,0,-501,-470,-454,-528,429,679
06-OCT-2021,10,19312,21904,17467,2797,6527,0,13080,0,761,0,-500,-470,-437,-425,427,679
06-OCT-2021,11,20110,21810,18180,2701,6527,0,13080,0,100,0,-471,-520,-307,-274,17,679
06-OCT-2021,12,21311,22631,19271,2605,6527,0,13080,0,5,0,-466,-522,-174,-120,0,680
06-OCT-2021,13,23831,24492,21546,2463,6527,0,13080,0,8,0,-334,20,-147,-7,211,691
